#processed=recalibrated
#recalibration_method=auto
#sample=pure water, later delay time (synthetic example)
m/z,intensity
337.137098,0.0176551
337.158833,0.0178555
337.180570,0.0170144
337.202307,0.0154333
337.224044,0.0154370
337.245783,0.0129149
337.267522,0.0124037
337.289262,0.0110140
337.311003,0.0107984
337.332744,0.0096939
337.354486,0.0083400
337.376229,0.0092290
337.397972,0.0087270
337.419716,0.0079882
337.441461,0.0083619
337.463206,0.0089383
337.484953,0.0072310
337.506700,0.0082627
337.528447,0.0083093
337.550195,0.0072338
337.571944,0.0080316
337.593694,0.0084344
337.615445,0.0079806
337.637196,0.0077663
337.658948,0.0087564
337.680700,0.0079950
337.702453,0.0074315
337.724207,0.0078428
337.745962,0.0070000
337.767717,0.0075387
337.789473,0.0073445
337.811230,0.0070000
337.832987,0.0074068
337.854746,0.0086529
337.876505,0.0080464
337.898264,0.0080759
337.920024,0.0082085
337.941785,0.0076538
337.963547,0.0077825
337.985309,0.0084671
338.007072,0.0077632
338.028836,0.0080283
338.050601,0.0077574
338.072366,0.0084828
338.094132,0.0072951
338.115898,0.0076362
338.137666,0.0073023
338.159434,0.0085867
338.181202,0.0083656
338.202972,0.0085376
338.224742,0.0076470
338.246512,0.0076349
338.268284,0.0086897
338.290056,0.0071720
338.311829,0.0083330
338.333603,0.0080855
338.355377,0.0078358
338.377152,0.0082166
338.398928,0.0080583
338.420704,0.0078740
338.442481,0.0087648
338.464259,0.0084069
338.486038,0.0076959
338.507817,0.0079658
338.529597,0.0070000
338.551377,0.0091686
338.573159,0.0088490
338.594941,0.0083901
338.616723,0.0077844
338.638507,0.0076185
338.660291,0.0081673
338.682076,0.0075554
338.703861,0.0074665
338.725648,0.0084991
338.747435,0.0076502
338.769222,0.0079370
338.791011,0.0080652
338.812800,0.0090548
338.834589,0.0078043
338.856380,0.0083360
338.878171,0.0074536
338.899963,0.0076647
338.921756,0.0083181
338.943549,0.0077605
338.965343,0.0080567
338.987137,0.0078448
339.008933,0.0080809
339.030729,0.0080992
339.052526,0.0078013
339.074323,0.0084859
339.096121,0.0080993
339.117920,0.0089810
339.139720,0.0078695
339.161520,0.0079347
339.183321,0.0084111
339.205123,0.0079754
339.226925,0.0081999
339.248728,0.0082437
339.270532,0.0085480
339.292337,0.0073909
339.314142,0.0083793
339.335948,0.0089956
339.357754,0.0092002
339.379562,0.0082001
339.401370,0.0078981
339.423178,0.0076278
339.444988,0.0075402
339.466798,0.0097776
339.488609,0.0088073
339.510420,0.0080140
339.532233,0.0085916
339.554046,0.0070000
339.575859,0.0077318
339.597674,0.0084312
339.619489,0.0079333
339.641304,0.0084664
339.663121,0.0087812
339.684938,0.0071810
339.706756,0.0074603
339.728574,0.0070000
339.750394,0.0077496
339.772214,0.0073913
339.794034,0.0078206
339.815856,0.0092814
339.837678,0.0080639
339.859500,0.0089553
339.881324,0.0088534
339.903148,0.0087826
339.924973,0.0078373
339.946799,0.0078702
339.968625,0.0085163
339.990452,0.0081199
340.012280,0.0078464
340.034108,0.0080748
340.055937,0.0085658
340.077767,0.0083206
340.099597,0.0078603
340.121428,0.0085082
340.143260,0.0085108
340.165093,0.0076666
340.186926,0.0081127
340.208760,0.0074666
340.230595,0.0085551
340.252430,0.0073377
340.274267,0.0077758
340.296103,0.0080779
340.317941,0.0079060
340.339779,0.0070000
340.361618,0.0086365
340.383458,0.0081246
340.405298,0.0077276
340.427139,0.0073711
340.448981,0.0083308
340.470823,0.0071505
340.492666,0.0076511
340.514510,0.0075025
340.536355,0.0075770
340.558200,0.0075182
340.580046,0.0086915
340.601893,0.0070000
340.623740,0.0072471
340.645588,0.0080326
340.667437,0.0074008
340.689286,0.0080578
340.711136,0.0073108
340.732987,0.0076994
340.754839,0.0079705
340.776691,0.0087661
340.798544,0.0085452
340.820398,0.0084095
340.842252,0.0082423
340.864107,0.0085438
340.885963,0.0085955
340.907820,0.0101685
340.929677,0.0092865
340.951535,0.0097044
340.973393,0.0085984
340.995252,0.0097896
341.017112,0.0115303
341.038973,0.0117889
341.060835,0.0114555
341.082697,0.0096710
341.104560,0.0102299
341.126423,0.0106230
341.148287,0.0106904
341.170152,0.0103797
341.192018,0.0097188
341.213884,0.0087275
341.235751,0.0101484
341.257619,0.0093676
341.279487,0.0086034
341.301356,0.0086454
341.323226,0.0076464
341.345097,0.0080473
341.366968,0.0084405
341.388840,0.0086206
341.410713,0.0088796
341.432586,0.0078140
341.454460,0.0077863
341.476335,0.0090197
341.498210,0.0070000
341.520086,0.0077256
341.541963,0.0077186
341.563841,0.0074179
341.585719,0.0084357
341.607598,0.0073269
341.629478,0.0077443
341.651358,0.0072400
341.673239,0.0072508
341.695121,0.0087868
341.717003,0.0081072
341.738886,0.0081103
341.760770,0.0081138
341.782655,0.0083978
341.804540,0.0083776
341.826426,0.0077275
341.848313,0.0077219
341.870200,0.0070000
341.892088,0.0072077
341.913977,0.0075599
341.935867,0.0077635
341.957757,0.0088765
341.979648,0.0089956
342.001539,0.0083572
342.023432,0.0083129
342.045325,0.0083795
342.067218,0.0089450
342.089113,0.0087151
342.111008,0.0070310
342.132904,0.0089765
342.154800,0.0078690
342.176698,0.0079201
342.198595,0.0083982
342.220494,0.0078000
342.242393,0.0101297
342.264294,0.0077183
342.286194,0.0079189
342.308096,0.0079376
342.329998,0.0079663
342.351901,0.0075125
342.373804,0.0072506
342.395708,0.0084086
342.417613,0.0081695
342.439519,0.0082154
342.461425,0.0095785
342.483332,0.0077140
342.505240,0.0075653
342.527149,0.0074541
342.549058,0.0070000
342.570968,0.0077523
342.592878,0.0073218
342.614790,0.0081831
342.636702,0.0080275
342.658614,0.0070000
342.680528,0.0082512
342.702442,0.0079519
342.724357,0.0079282
342.746272,0.0076544
342.768188,0.0083384
342.790105,0.0085839
342.812023,0.0081908
342.833941,0.0076011
342.855860,0.0089246
342.877780,0.0101645
342.899700,0.0092052
342.921621,0.0112950
342.943543,0.0156917
342.965466,0.0202692
342.987389,0.0295240
343.009313,0.0418795
343.031237,0.0591530
343.053163,0.0833594
343.075089,0.1092996
343.097015,0.1414408
343.118943,0.1756254
343.140871,0.2093742
343.162800,0.2376636
343.184729,0.2555192
343.206660,0.2625345
343.228590,0.2616221
343.250522,0.2511479
343.272454,0.2340883
343.294387,0.2114608
343.316321,0.1890975
343.338256,0.1578177
343.360191,0.1341357
343.382127,0.1079949
343.404063,0.0903791
343.426001,0.0706446
343.447939,0.0525522
343.469877,0.0392678
343.491817,0.0300118
343.513757,0.0223167
343.535697,0.0182823
343.557639,0.0143847
343.579581,0.0121300
343.601524,0.0108415
343.623468,0.0096778
343.645412,0.0084328
343.667357,0.0083444
343.689302,0.0077845
343.711249,0.0082435
343.733196,0.0080112
343.755144,0.0076104
343.777092,0.0082163
343.799041,0.0079192
343.820991,0.0081348
343.842942,0.0077609
343.864893,0.0081332
343.886845,0.0082943
343.908798,0.0088643
343.930751,0.0074864
343.952706,0.0072983
343.974660,0.0075800
343.996616,0.0087078
344.018572,0.0080557
344.040529,0.0075967
344.062487,0.0072699
344.084445,0.0085047
344.106404,0.0100540
344.128364,0.0110647
344.150324,0.0097622
344.172285,0.0110357
344.194247,0.0096419
344.216210,0.0101704
344.238173,0.0104650
344.260137,0.0101548
344.282102,0.0101813
344.304067,0.0094404
344.326033,0.0097281
344.348000,0.0091664
344.369967,0.0092294
344.391935,0.0085567
344.413904,0.0086660
344.435874,0.0095371
344.457844,0.0078022
344.479815,0.0091263
344.501787,0.0070000
344.523759,0.0083899
344.545732,0.0071997
344.567706,0.0083222
344.589681,0.0086278
344.611656,0.0084511
344.633632,0.0078943
344.655608,0.0083206
344.677586,0.0077618
344.699564,0.0079862
344.721542,0.0078649
344.743522,0.0082630
344.765502,0.0075774
344.787483,0.0070613
344.809464,0.0079366
344.831446,0.0079788
344.853429,0.0081296
344.875413,0.0075074
344.897397,0.0073571
344.919382,0.0091958
344.941368,0.0091187
344.963354,0.0084599
344.985342,0.0097019
345.007329,0.0084077
345.029318,0.0091430
345.051307,0.0106932
345.073297,0.0117117
345.095288,0.0125169
345.117279,0.0135642
345.139271,0.0148676
345.161264,0.0166047
345.183257,0.0174905
345.205252,0.0190223
345.227246,0.0181291
345.249242,0.0177583
345.271238,0.0165434
345.293235,0.0159986
345.315233,0.0156819
345.337231,0.0132857
345.359230,0.0122662
345.381230,0.0118113
345.403231,0.0108707
345.425232,0.0110713
345.447234,0.0090787
345.469236,0.0087451
345.491240,0.0086513
345.513243,0.0088612
345.535248,0.0089725
345.557254,0.0084183
345.579260,0.0084765
345.601266,0.0088930
345.623274,0.0082432
345.645282,0.0083364
345.667291,0.0078877
345.689301,0.0084867
345.711311,0.0078077
345.733322,0.0073234
345.755334,0.0085403
345.777346,0.0082316
345.799359,0.0079388
345.821373,0.0078164
345.843388,0.0079261
345.865403,0.0089237
345.887419,0.0083192
345.909435,0.0075566
345.931453,0.0087877
345.953471,0.0072789
345.975490,0.0081921
345.997509,0.0089333
346.019529,0.0080729
346.041550,0.0086292
346.063572,0.0084792
346.085594,0.0070518
346.107617,0.0074389
346.129640,0.0076605
346.151665,0.0087221
346.173690,0.0081005
346.195716,0.0076717
346.217742,0.0075738
346.239769,0.0081676
346.261797,0.0076991
346.283826,0.0077935
346.305855,0.0078513
346.327885,0.0085586
346.349916,0.0084825
346.371947,0.0083330
346.393979,0.0083408
346.416012,0.0091516
346.438045,0.0070987
346.460080,0.0075311
346.482114,0.0073085
346.504150,0.0072314
346.526186,0.0079861
346.548223,0.0091712
346.570261,0.0080528
346.592300,0.0086129
346.614339,0.0073040
346.636378,0.0077056
346.658419,0.0076374
346.680460,0.0074098
346.702502,0.0071891
346.724545,0.0070000
346.746588,0.0089824
346.768632,0.0075265
346.790677,0.0085329
346.812722,0.0076837
346.834768,0.0077053
346.856815,0.0075394
346.878863,0.0077535
346.900911,0.0094554
346.922960,0.0085693
346.945010,0.0103687
346.967060,0.0128880
346.989111,0.0138407
347.011163,0.0173555
347.033215,0.0211766
347.055268,0.0270463
347.077322,0.0304798
347.099377,0.0366025
347.121432,0.0413613
347.143488,0.0457067
347.165545,0.0476371
347.187602,0.0470455
347.209660,0.0452030
347.231719,0.0454059
347.253778,0.0401108
347.275839,0.0387273
347.297899,0.0326223
347.319961,0.0309940
347.342023,0.0260808
347.364086,0.0230284
347.386150,0.0186344
347.408214,0.0164774
347.430280,0.0150186
347.452345,0.0121410
347.474412,0.0106995
347.496479,0.0095996
347.518547,0.0098455
347.540616,0.0093611
347.562685,0.0088627
347.584755,0.0100175
347.606826,0.0079082
347.628897,0.0073496
347.650969,0.0076365
347.673042,0.0084904
347.695115,0.0074316
347.717190,0.0084411
347.739265,0.0078136
347.761340,0.0078203
347.783417,0.0080877
347.805494,0.0088473
347.827571,0.0071611
347.849650,0.0087802
347.871729,0.0087976
347.893809,0.0084561
347.915889,0.0078710
347.937971,0.0080634
347.960053,0.0084972
347.982135,0.0075679
348.004219,0.0083081
348.026303,0.0086120
348.048387,0.0072462
348.070473,0.0089566
348.092559,0.0084052
348.114646,0.0080008
348.136734,0.0088287
348.158822,0.0076940
348.180911,0.0076928
348.203001,0.0074904
348.225091,0.0080908
348.247182,0.0085798
348.269274,0.0080197
348.291366,0.0086124
348.313459,0.0077852
348.335553,0.0079436
348.357648,0.0086069
348.379743,0.0092939
348.401839,0.0087564
348.423936,0.0083940
348.446033,0.0078338
348.468132,0.0085125
348.490230,0.0070000
348.512330,0.0081556
348.534430,0.0079564
348.556531,0.0070000
348.578633,0.0087628
348.600735,0.0070000
348.622838,0.0070101
348.644942,0.0090413
348.667046,0.0076455
348.689151,0.0081443
348.711257,0.0084095
348.733364,0.0075735
348.755471,0.0091357
348.777579,0.0080507
348.799688,0.0083222
348.821797,0.0084743
348.843907,0.0098995
348.866018,0.0082221
348.888129,0.0094103
348.910241,0.0080459
348.932354,0.0079747
348.954468,0.0094083
348.976582,0.0090022
348.998697,0.0104338
349.020813,0.0116282
349.042929,0.0132027
349.065046,0.0132245
349.087164,0.0154312
349.109282,0.0163607
349.131402,0.0177818
349.153521,0.0181437
349.175642,0.0176904
349.197763,0.0183287
349.219885,0.0162405
349.242008,0.0164408
349.264131,0.0148872
349.286255,0.0155070
349.308380,0.0142362
349.330506,0.0118554
349.352632,0.0117598
349.374759,0.0096006
349.396887,0.0097981
349.419015,0.0089985
349.441144,0.0092751
349.463274,0.0083969
349.485404,0.0085742
349.507535,0.0091670
349.529667,0.0095065
349.551799,0.0089170
349.573933,0.0086663
349.596067,0.0104827
349.618201,0.0107700
349.640337,0.0105029
349.662473,0.0106664
349.684609,0.0107172
349.706747,0.0112090
349.728885,0.0110263
349.751024,0.0107776
349.773163,0.0101012
349.795304,0.0106982
349.817445,0.0109792
349.839586,0.0084919
349.861729,0.0088874
349.883872,0.0083109
349.906015,0.0082594
349.928160,0.0081449
349.950305,0.0090617
349.972451,0.0089470
349.994598,0.0084451
350.016745,0.0081710
350.038893,0.0073726
350.061042,0.0084377
350.083191,0.0083170
350.105341,0.0071224
350.127492,0.0082570
350.149643,0.0084233
350.171796,0.0083627
350.193948,0.0082721
350.216102,0.0081904
350.238256,0.0071167
350.260411,0.0070000
350.282567,0.0076959
350.304723,0.0078691
350.326881,0.0085635
350.349038,0.0085376
350.371197,0.0081149
350.393356,0.0072232
350.415516,0.0079381
350.437677,0.0086716
350.459838,0.0084798
350.482000,0.0076996
350.504163,0.0070000
350.526326,0.0094027
350.548490,0.0083427
350.570655,0.0076637
350.592821,0.0077298
350.614987,0.0082997
350.637154,0.0070000
350.659322,0.0081328
350.681490,0.0089143
350.703659,0.0077027
350.725829,0.0083541
350.747999,0.0075153
350.770170,0.0070000
350.792342,0.0077285
350.814515,0.0089358
350.836688,0.0082168
350.858862,0.0082094
350.881037,0.0082006
350.903212,0.0077582
350.925388,0.0076796
350.947565,0.0087077
350.969742,0.0081363
350.991921,0.0070000
351.014100,0.0072235
351.036279,0.0085848
351.058459,0.0085218
351.080640,0.0091989
351.102822,0.0076173
351.125004,0.0081123
351.147188,0.0070000
351.169371,0.0073707
351.191556,0.0070000
351.213741,0.0087120
351.235927,0.0081307
351.258114,0.0080888
351.280301,0.0085797
351.302489,0.0070847
351.324678,0.0079826
351.346867,0.0079192
351.369057,0.0095081
351.391248,0.0071769
351.413440,0.0078917
351.435632,0.0076882
351.457825,0.0075472
351.480018,0.0083646
351.502213,0.0089418
351.524408,0.0082134
351.546604,0.0086281
351.568800,0.0081193
351.590997,0.0084215
351.613195,0.0070766
351.635394,0.0081755
351.657593,0.0080071
351.679793,0.0075785
351.701993,0.0081986
351.724195,0.0091460
351.746397,0.0079435
351.768600,0.0087499
351.790803,0.0083322
351.813007,0.0085376
351.835212,0.0084341
351.857418,0.0076270
351.879624,0.0071437
351.901831,0.0085216
351.924039,0.0087317
351.946247,0.0081747
351.968456,0.0081300
351.990666,0.0091224
352.012876,0.0080675
352.035088,0.0085848
352.057300,0.0086434
352.079512,0.0080267
352.101725,0.0070552
352.123939,0.0080661
352.146154,0.0078808
352.168370,0.0075567
352.190586,0.0083668
352.212803,0.0084853
352.235020,0.0084688
352.257238,0.0071752
352.279457,0.0078642
352.301677,0.0083869
352.323897,0.0072220
352.346118,0.0075482
352.368340,0.0081679
352.390562,0.0070000
352.412786,0.0078751
352.435009,0.0078014
352.457234,0.0072909
352.479459,0.0078331
352.501685,0.0073678
352.523912,0.0070000
352.546139,0.0082116
352.568367,0.0088007
352.590596,0.0075162
352.612825,0.0091376
352.635056,0.0078201
352.657286,0.0081780
352.679518,0.0084659
352.701750,0.0078260
352.723983,0.0080923
352.746217,0.0075910
352.768451,0.0077832
352.790686,0.0077184
352.812922,0.0075996
352.835159,0.0083089
352.857396,0.0086883
352.879634,0.0076257
352.901872,0.0081407
352.924112,0.0086592
352.946352,0.0071318
352.968592,0.0070000
352.990834,0.0084528
353.013076,0.0074561
353.035319,0.0083361
353.057562,0.0080136
353.079806,0.0070000
353.102051,0.0083253
353.124297,0.0083787
353.146543,0.0084275
353.168790,0.0087074
353.191038,0.0086900
353.213286,0.0076127
353.235536,0.0082336
353.257785,0.0076694
353.280036,0.0075638
353.302287,0.0074265
353.324539,0.0081191
353.346792,0.0079303
353.369045,0.0079751
353.391299,0.0075201
353.413554,0.0078550
353.435809,0.0085220
353.458065,0.0081876
353.480322,0.0089920
353.502580,0.0076799
353.524838,0.0077116
353.547097,0.0082372
353.569357,0.0070000
353.591617,0.0087072
353.613878,0.0074131
353.636140,0.0086104
353.658402,0.0083366
353.680666,0.0077668
353.702929,0.0079670
353.725194,0.0075914
353.747459,0.0074445
353.769725,0.0086987
353.791992,0.0083774
353.814259,0.0086433
353.836527,0.0075384
353.858796,0.0073820
353.881066,0.0071905
353.903336,0.0073178
353.925607,0.0085502
353.947878,0.0077978
353.970151,0.0071339
353.992424,0.0085664
354.014698,0.0077050
354.036972,0.0081776
354.059247,0.0078328
354.081523,0.0077522
354.103799,0.0080526
354.126077,0.0087176
354.148355,0.0071887
354.170633,0.0073330
354.192913,0.0090094
354.215193,0.0076520
354.237473,0.0083510
354.259755,0.0072205
354.282037,0.0081339
354.304320,0.0083777
354.326603,0.0075865
354.348887,0.0078017
354.371172,0.0077349
354.393458,0.0076965
354.415744,0.0086622
354.438032,0.0083705
354.460319,0.0075609
354.482608,0.0075157
354.504897,0.0076244
354.527187,0.0077221
354.549477,0.0084844
354.571769,0.0082610
354.594061,0.0085892
354.616353,0.0071017
354.638647,0.0089857
354.660941,0.0070648
354.683236,0.0073991
354.705531,0.0077785
354.727827,0.0079284
354.750124,0.0091649
354.772422,0.0088808
354.794720,0.0071086
354.817019,0.0082094
354.839319,0.0080965
354.861619,0.0086013
354.883920,0.0078036
354.906222,0.0070594
354.928525,0.0077480
354.950828,0.0095535
354.973132,0.0070000
354.995436,0.0088756
355.017742,0.0070000
355.040048,0.0085837
355.062354,0.0083511
355.084662,0.0089335
355.106970,0.0087271
355.129279,0.0070000
355.151588,0.0088545
355.173898,0.0076141
355.196209,0.0081269
355.218521,0.0074173
355.240833,0.0085402
355.263146,0.0076667
355.285460,0.0073364
355.307775,0.0079817
355.330090,0.0084164
355.352406,0.0080344
355.374722,0.0079016
355.397040,0.0087254
355.419357,0.0074890
355.441676,0.0073557
355.463995,0.0070000
355.486316,0.0078393
355.508636,0.0080689
355.530958,0.0081571
355.553280,0.0078576
355.575603,0.0089508
355.597926,0.0083578
355.620251,0.0088583
355.642576,0.0073147
355.664901,0.0084114
355.687228,0.0073135
355.709555,0.0073936
355.731883,0.0083863
355.754211,0.0077223
355.776540,0.0090898
355.798870,0.0076725
355.821201,0.0087555
355.843532,0.0081593
355.865864,0.0075421
355.888197,0.0076479
355.910530,0.0082894
355.932864,0.0086438
355.955199,0.0070797
355.977535,0.0085882
355.999871,0.0075787
356.022208,0.0086555
356.044546,0.0086536
356.066884,0.0080360
356.089223,0.0080412
356.111563,0.0079144
356.133903,0.0070741
356.156244,0.0076338
356.178586,0.0080875
356.200929,0.0079107
356.223272,0.0081826
356.245616,0.0080106
356.267961,0.0081585
356.290306,0.0089337
356.312652,0.0082712
356.334999,0.0070166
356.357346,0.0070673
356.379694,0.0092080
356.402043,0.0075981
356.424393,0.0080090
356.446743,0.0083864
356.469094,0.0070805
356.491446,0.0091308
356.513798,0.0087142
356.536151,0.0078824
356.558505,0.0080734
356.580860,0.0075727
356.603215,0.0078304
356.625571,0.0075018
356.647927,0.0079499
356.670284,0.0075501
356.692642,0.0072177
356.715001,0.0070550
356.737361,0.0079676
356.759721,0.0075203
356.782082,0.0075486
356.804443,0.0075831
356.826805,0.0076146
356.849168,0.0081039
356.871532,0.0077138
356.893896,0.0082719
356.916261,0.0078870
356.938627,0.0086265
356.960993,0.0077312
356.983360,0.0073687
357.005728,0.0074302
357.028097,0.0081854
357.050466,0.0088850
357.072836,0.0070000
357.095207,0.0080079
357.117578,0.0085589
357.139950,0.0078671
357.162323,0.0083975
357.184696,0.0079442
357.207070,0.0077200
357.229445,0.0083464
357.251821,0.0082181
357.274197,0.0071563
357.296574,0.0071187
357.318952,0.0083681
357.341330,0.0075672
357.363709,0.0082399
357.386089,0.0080282
357.408469,0.0083207
357.430851,0.0080216
357.453232,0.0072422
357.475615,0.0073496
357.497998,0.0081513
357.520382,0.0080778
357.542767,0.0092409
357.565152,0.0078676
357.587538,0.0072116
357.609925,0.0070000
357.632313,0.0072042
357.654701,0.0080521
357.677090,0.0079189
357.699479,0.0079825
357.721870,0.0072551
357.744261,0.0076702
357.766653,0.0077789
357.789045,0.0087326
357.811438,0.0083216
357.833832,0.0070291
357.856226,0.0082907
357.878622,0.0082764
357.901018,0.0082329
357.923414,0.0075944
357.945812,0.0079243
357.968210,0.0081982
357.990608,0.0083783
358.013008,0.0095171
358.035408,0.0078057
358.057809,0.0091534
358.080210,0.0075841
358.102613,0.0072249
358.125016,0.0081750
358.147419,0.0082686
358.169824,0.0073876
358.192229,0.0081089
358.214634,0.0078947
358.237041,0.0072143
358.259448,0.0081925
358.281856,0.0074046
358.304264,0.0088181
358.326674,0.0076288
358.349084,0.0086549
358.371494,0.0070000
358.393906,0.0076641
358.416318,0.0092982
358.438731,0.0073503
358.461144,0.0080649
358.483558,0.0077350
358.505973,0.0089931
358.528389,0.0072678
358.550805,0.0080869
358.573222,0.0077967
358.595640,0.0099935
358.618058,0.0090627
358.640477,0.0088885
358.662897,0.0079719
358.685318,0.0081341
358.707739,0.0083272
358.730161,0.0088279
358.752583,0.0076943
358.775007,0.0083950
358.797431,0.0082981
358.819856,0.0076910
358.842281,0.0076858
358.864707,0.0076388
358.887134,0.0074471
358.909561,0.0093703
358.931990,0.0079710
358.954419,0.0084563
358.976848,0.0088644
358.999279,0.0089846
359.021710,0.0073526
359.044141,0.0082025
359.066574,0.0089811
359.089007,0.0074877
359.111441,0.0093094
359.133875,0.0078647
359.156311,0.0073729
359.178747,0.0084408
359.201183,0.0081619
359.223621,0.0070447
359.246059,0.0088007
359.268498,0.0096461
359.290937,0.0071585
359.313377,0.0076260
359.335818,0.0081531
359.358260,0.0083400
359.380702,0.0079622
359.403145,0.0074203
359.425589,0.0084069
359.448033,0.0087248
359.470478,0.0072266
359.492924,0.0088712
359.515370,0.0083038
359.537818,0.0096905
359.560266,0.0082904
359.582714,0.0080598
359.605164,0.0090546
359.627614,0.0090194
359.650064,0.0073028
359.672516,0.0073732
359.694968,0.0079537
359.717421,0.0070271
359.739874,0.0084616
359.762328,0.0084532
359.784783,0.0084567
359.807239,0.0085640
359.829695,0.0081487
359.852152,0.0074082
359.874610,0.0076383
359.897069,0.0083368
359.919528,0.0070435
359.941987,0.0084883
359.964448,0.0088504
359.986909,0.0076391
360.009371,0.0078292
360.031834,0.0078306
360.054297,0.0078300
360.076761,0.0076480
360.099226,0.0095693
360.121692,0.0081929
360.144158,0.0073545
360.166625,0.0072856
360.189092,0.0081602
360.211560,0.0087116
360.234029,0.0081481
360.256499,0.0083181
360.278970,0.0070620
360.301441,0.0070000
360.323912,0.0075631
360.346385,0.0078894
360.368858,0.0083641
360.391332,0.0088396
360.413807,0.0087382
360.436282,0.0097291
360.458758,0.0075871
360.481235,0.0075975
360.503712,0.0076133
360.526190,0.0088933
360.548669,0.0081256
360.571148,0.0082123
360.593629,0.0083804
360.616110,0.0074936
360.638591,0.0083891
360.661074,0.0077554
360.683557,0.0083237
360.706040,0.0087800
360.728525,0.0076373
360.751010,0.0070000
360.773496,0.0081837
360.795982,0.0075561
360.818469,0.0086085
360.840957,0.0088130
360.863446,0.0082766
360.885935,0.0094793
360.908425,0.0106644
360.930916,0.0136140
360.953408,0.0156664
360.975900,0.0225868
360.998393,0.0314017
361.020886,0.0445371
361.043381,0.0609443
361.065875,0.0852564
361.088371,0.1078193
361.110868,0.1365766
361.133365,0.1668190
361.155862,0.1905265
361.178361,0.2146826
361.200860,0.2246944
361.223360,0.2283992
361.245861,0.2288896
361.268362,0.2150021
361.290864,0.2007974
361.313367,0.1832017
361.335870,0.1609785
361.358374,0.1405686
361.380879,0.1150686
361.403384,0.0953252
361.425891,0.0753190
361.448397,0.0597768
361.470905,0.0479748
361.493413,0.0360700
361.515922,0.0261360
361.538432,0.0200058
361.560943,0.0166788
361.583454,0.0128325
361.605965,0.0117638
361.628478,0.0103404
361.650991,0.0087052
361.673505,0.0079370
361.696020,0.0091416
361.718535,0.0074598
361.741051,0.0070000
361.763568,0.0078129
361.786085,0.0087517
361.808604,0.0076273
361.831122,0.0077632
361.853642,0.0082641
361.876162,0.0078578
361.898683,0.0074700
361.921205,0.0072494
361.943727,0.0085626
361.966250,0.0083345
361.988774,0.0081625
362.011298,0.0090423
362.033824,0.0089321
362.056350,0.0082449
362.078876,0.0086330
362.101403,0.0096336
362.123931,0.0093353
362.146460,0.0101299
362.168989,0.0096101
362.191520,0.0109786
362.214050,0.0098424
362.236582,0.0096084
362.259114,0.0102748
362.281647,0.0107736
362.304180,0.0096580
362.326715,0.0092922
362.349250,0.0097928
362.371785,0.0101283
362.394322,0.0099025
362.416859,0.0077312
362.439397,0.0095624
362.461935,0.0078019
362.484475,0.0078755
362.507014,0.0084029
362.529555,0.0075888
362.552096,0.0077884
362.574638,0.0070000
362.597181,0.0082438
362.619725,0.0078057
362.642269,0.0074698
362.664814,0.0073416
362.687359,0.0087321
362.709905,0.0077880
362.732452,0.0080057
362.755000,0.0077946
362.777548,0.0070170
362.800097,0.0074529
362.822647,0.0073822
362.845198,0.0081028
362.867749,0.0077009
362.890301,0.0078906
362.912853,0.0088576
362.935406,0.0091630
362.957960,0.0111499
362.980515,0.0111512
363.003070,0.0153354
363.025627,0.0154164
363.048183,0.0169026
363.070741,0.0189739
363.093299,0.0218842
363.115858,0.0211629
363.138417,0.0245069
363.160978,0.0245778
363.183539,0.0249241
363.206100,0.0240490
363.228663,0.0246372
363.251226,0.0235940
363.273790,0.0221459
363.296354,0.0202384
363.318919,0.0178179
363.341485,0.0182671
363.364052,0.0147188
363.386619,0.0139582
363.409187,0.0137729
363.431756,0.0119034
363.454326,0.0095474
363.476896,0.0106022
363.499466,0.0097162
363.522038,0.0095603
363.544610,0.0089252
363.567183,0.0087233
363.589757,0.0081160
363.612331,0.0092377
363.634906,0.0078555
363.657482,0.0087694
363.680058,0.0080028
363.702636,0.0081722
363.725213,0.0083033
363.747792,0.0084986
363.770371,0.0084030
363.792951,0.0071502
363.815532,0.0073775
363.838113,0.0080226
363.860695,0.0077065
363.883278,0.0082239
363.905861,0.0079169
363.928446,0.0087307
363.951031,0.0075900
363.973616,0.0085029
363.996202,0.0082187
364.018789,0.0071249
364.041377,0.0080318
364.063965,0.0077273
364.086555,0.0095176
364.109144,0.0074358
364.131735,0.0093436
364.154326,0.0071627
364.176918,0.0076659
364.199511,0.0073971
364.222104,0.0075509
364.244698,0.0080998
364.267293,0.0077228
364.289888,0.0077017
364.312484,0.0076843
364.335081,0.0083843
364.357678,0.0082000
364.380277,0.0070000
364.402876,0.0090592
364.425475,0.0082730
364.448076,0.0079292
364.470677,0.0075821
364.493278,0.0074127
364.515881,0.0080514
364.538484,0.0077506
364.561088,0.0086632
364.583692,0.0077547
364.606297,0.0089289
364.628903,0.0075291
364.651510,0.0070000
364.674117,0.0087081
364.696725,0.0079796
364.719334,0.0092311
364.741944,0.0074804
364.764554,0.0081120
364.787165,0.0074479
364.809776,0.0070000
364.832389,0.0088324
364.855002,0.0081526
364.877615,0.0089819
364.900230,0.0091371
364.922845,0.0085380
364.945460,0.0091023
364.968077,0.0105961
364.990694,0.0140559
365.013312,0.0157189
365.035931,0.0174546
365.058550,0.0238050
365.081170,0.0275145
365.103791,0.0311419
365.126412,0.0347970
365.149034,0.0386542
365.171657,0.0389414
365.194280,0.0406679
365.216905,0.0403568
365.239530,0.0400901
